Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[7, 3]	[[394.251, 517.9170543967267], '2']	12.3613;16.035390036197125	0.8235063638991644	0.8235063638991644	1	350.6910388952468	4990	2290	0.1	350.6910388952468	100	116	52	60	1	GA_MutationC
[7, 4, 13, 5]	[[11.4465, 160.1535], '1', '0', '0']	-2.4536957279389817;3.357399405893651	0.6568249893025246	0.6568249893025246	1	303.2974918347672	4941	2293	0.2	303.2974918347672	26	38	13	19	1	GA_CrossoverP_MutationC_RangeError
[7, 11, 4, 1, 18, 2]	[[44.739, 169.46099999999998], '0', '1', '0', '0', '0']	0.4621000000000004;7.177899999999999	0.9445590994371482	0.9445590994371482	1	276.28737296709716	4991	2293	0.3	276.28737296709716	39	39	20	20	1	GA_CrossoverP_MutationC
[7]	[[44.739, 282.2625]]	0.4621000000000004;7.177899999999999	0.625894464427007	0.625894464427007	1	313.058755918367	4991	2297	0.05	291.0734448979588	929	1357	497	724	1	GA_CrossoverC_MutationC
[10, 4, 11, 6]	['0', '1', '0', '0']	2.93945773466932;8.395661594597543	0.3527458295770324	0.3527458295770324	1	314.0707459040642	4993	2297	0.2	314.0707459040642	101	255	53	137	1	GA_CrossoverC_MutationC_MutationP
[7]	[[148.27650000000003, 392.9235]]	5.9807991889708125;11.098203859928223	0.5834071915062997	0.5834071915062997	1	281.72545638372526	4993	2304	0.05	251.9068204796566	869	1368	464	732	1	GA_MutationC
[7, 13]	[[206.21992922656042, 282.2625], '0']	5.9807991889708125;11.098203859928223	0.9597588370775774	0.9597588370775774	1	366.74132213088666	4993	2304	0.1	358.1766526636083	233	233	125	125	1	GA_MutationC
[7, 16]	[[-45.269999999999996, 81.258], '0']	-2.9178999999999995;3.357399405893651	0.9571879795537984	0.9571879795537984	2	352.82483534529604	4991	2305	0.1	705.6496706905921	282	282	151	151	1	GA_MutationC
[7, 4, 13]	[[394.251, 441.83549999999997], '0', '0']	12.3613;16.5187	0.9724145987468583	0.9724145987468583	1	384.94650503130936	4893	2306	0.15	384.94650503130936	102	102	53	53	1	GA_CrossoverC_MutationC
[7, 11]	[[197.57376049397016, 282.2625], '0']	6.617376466089258;11.098203859928223	0.9474395662302411	0.9474395662302411	1	369.42234730567355	4993	2318	0.1	361.52793413209196	443	443	237	237	1	GA_CrossoverC_MutationC_MutationP
[7, 11, 15]	[[206.21992922656042, 282.2625], '0', '0']	5.6419999999999995;12.038	0.9554144417183817	0.9554144417183817	1	356.7119833848298	4993	2318	0.15	356.7119833848298	243	243	130	130	1	GA_CrossoverC_MutationC
[7, 10]	[[373.4062635351515, 530.37], '1']	12.3613;16.035390036197125	0.8986904539359357	0.8986904539359357	1	290.3537178832738	4813	2322	0.1	290.3537178832738	101	107	53	56	1	GA_MutationC
[7]	[[373.4062635351515, 484.2736635677651]]	12.3613;16.035390036197125	0.8614907978013735	0.8614907978013735	1	291.03342008256055	4990	2322	0.05	291.03342008256055	567	625	301	331	1	GA
[7, 9, 1, 18]	[[394.77240547241644, 441.83549999999997], '0', '0', '1']	12.3613;16.5187	0.976975683331494	0.976975683331494	1	382.8564797339931	4920	2329	0.2	382.8564797339931	32	32	17	17	1	GA_CrossoverP_MutationC
[9, 5, 7]	['0', '0', [294.681, 530.37]]	10.660960895054957;16.5187	0.7946850219476551	0.7946850219476551	1	242.60708194611192	4998	2329	0.15	242.60708194611192	408	471	220	252	1	GA_CrossoverP_MutationC
[7]	[[197.57376049397016, 282.2625]]	6.617376466089258;11.098203859928223	0.9477252954217419	0.9477252954217419	1	368.8105801720045	4993	2331	0.05	360.7632252150056	479	479	257	257	1	GA_MutationC
[11, 7]	['0', [-45.269999999999996, 147.816]]	-2.9178999999999995;3.357399405893651	0.5797450608239041	0.5797450608239041	1	316.984756026024	4991	2335	0.1	316.984756026024	441	725	238	391	1	GA_CrossoverC_MutationC
[7, 12, 10]	[[394.251, 465.036604431577], '1', '0']	12.3613;16.5187	0.9640778054777386	0.9640778054777386	1	350.45989541148424	4942	2347	0.15	350.45989541148424	136	136	73	73	1	GA_CrossoverC_MutationC
[7, 9]	[[397.3951957365145, 441.83549999999997], '0']	12.3613;16.5187	0.9756952261830311	0.9756952261830311	1	394.688976469048	4962	2347	0.1	394.688976469048	195	195	105	105	1	GA_CrossoverC_MutationC
[7, 15]	[[191.75049392522678, 282.2625], '0']	5.6419999999999995;11.098203859928223	0.9497148714842693	0.9497148714842693	1	341.99703143137515	4993	2349	0.1	341.99703143137515	318	318	173	173	1	GA_CrossoverP_MutationC
[7, 13, 10]	[[-45.269999999999996, 81.258], '0', '0']	-2.9178999999999995;3.357399405893651	0.9627294391140824	0.9627294391140824	1	359.0083343668974	4970	2351	0.15	359.0083343668974	152	152	80	80	1	GA_CrossoverP_MutationC
[7, 13, 18]	[[-45.269999999999996, 81.258], '0', '1']	-2.9178999999999995;3.357399405893651	0.960085024704666	0.960085024704666	1	333.256399887266	4977	2351	0.15	333.256399887266	79	79	42	42	1	GA_CrossoverP_MutationC
[7, 11, 18, 15, 3]	[[44.739, 169.46099999999998], '0', '0', '1', '0']	0.4621000000000004;7.177899999999999	0.936533609367924	0.936533609367924	1	260.6997703280883	4824	2352	0.25	260.6997703280883	54	54	29	29	1	GA_MutationC
[7, 11, 18, 2, 15]	[[44.739, 153.834626720451], '0', '0', '0', '1']	0.4621000000000004;7.177899999999999	0.9377552146562189	0.9377552146562189	1	298.5808231738183	4921	2352	0.25	298.5808231738183	125	125	68	68	1	GA
[7, 12]	[[394.251, 465.036604431577], '0']	12.3613;18.34245412384374	0.9597104379557612	0.9597104379557612	1	377.9819157214484	4962	2357	0.1	377.9819157214484	189	189	103	103	1	GA_CrossoverP_MutationC_MutationP
[7]	[[319.284, 530.37]]	12.3613;16.035390036197125	0.6425972527770947	0.6425972527770947	1	239.4417176351902	4990	2357	0.05	239.4417176351902	615	891	332	487	1	GA_CrossoverP_MutationC
[7, 8, 17, 4]	[[206.21992922656042, 319.70399999999995], '0', '1', '0']	5.6419999999999995;12.038	0.9484236471323989	0.9484236471323989	1	329.3591168143474	4955	2360	0.2	329.3591168143474	125	125	68	68	1	GA_CrossoverP_MutationC
[7, 11, 8, 17, 0]	[[206.21992922656042, 319.70399999999995], '0', '0', '1', '1']	5.6419999999999995;12.038	0.9439464480114886	0.9439464480114886	1	343.4211138069739	4955	2360	0.25	343.4211138069739	50	50	27	27	1	GA_CrossoverP_MutationC
[7, 18]	[[-45.269999999999996, 81.258], '0']	-2.9178999999999995;3.357399405893651	0.9590221447759013	0.9590221447759013	1	335.9521853139628	4991	2361	0.1	335.9521853139628	260	260	142	142	1	GA_CrossoverP_MutationC
[7, 6, 4]	[[-45.269999999999996, 81.258], '1', '0']	-2.4536957279389817;2.191374932696055	0.5602705095453677	0.5602705095453677	1	303.8582584549172	4850	2361	0.15	303.8582584549172	28	50	16	28	1	GA_CrossoverP_MutationC
[7, 4]	[[84.04800000000002, 138.858], '0']	1.3422000000000005;8.3778	0.9449270520102461	0.9449270520102461	1	267.0418374637922	4964	2368	0.1	267.0418374637922	269	269	146	146	1	GA_CrossoverC_MutationC
[7, 9]	[[4.542000000000002, 237.55200000000002], '0']	-2.9178999999999995;5.5169999999999995	0.6034377514614424	0.6034377514614424	1	303.67609123096236	4991	2368	0.1	279.34511403870295	715	1085	389	593	1	GA_CrossoverC_MutationC
[7, 9, 10]	[[4.542000000000002, 237.55200000000002], '0', '1']	-2.4536957279389817;5.5169999999999995	0.6370960250892101	0.6370960250892101	1	273.8754379245156	4977	2370	0.15	273.8754379245156	178	255	94	136	1	GA_CrossoverP_MutationC
[7, 15, 16, 4, 12]	[[-45.269999999999996, 81.258], '1', '1', '0', '0']	-2.9178999999999995;3.357399405893651	0.9685871784171204	0.9685871784171204	2	358.5742429558737	4886	2370	0.25	717.1484859117473	20	20	11	11	1	GA_CrossoverP_MutationC
[7, 11]	[[-45.269999999999996, 81.258], '1']	-2.9178999999999995;3.357399405893651	0.9542428338789503	0.9542428338789503	1	271.758268364896	4977	2379	0.1	271.758268364896	40	40	21	21	1	GA_MutationC
[11, 7, 8]	['1', [-45.269999999999996, 75.255], '0']	-2.9178999999999995;3.7978999999999994	0.9533980222013758	0.9533980222013758	2	280.857408001167	4977	2379	0.15	561.714816002334	31	31	16	16	1	GA_MutationC
[7, 18]	[[346.54949999999997, 441.83549999999997], '1']	10.660960895054957;16.5187	0.952772698854919	0.952772698854919	1	256.2266157092824	4998	2380	0.1	256.2266157092824	179	179	97	97	1	GA_CrossoverP_MutationC
[7, 16]	[[346.54949999999997, 434.80375479548195], '0']	10.660960895054957;16.5187	0.9548709976475994	0.9548709976475994	1	268.5359752714053	4998	2380	0.1	268.5359752714053	283	283	154	154	1	GA_CrossoverP_MutationC
[0]	['0']	5.6419999999999995;11.098203859928223	0.3247751469299952	0.3247751469299952	1	308.2951197826284	4993	2383	0.05	285.11889972828544	375	1047	205	577	1	GA_CrossoverC_MutationC
[7]	[[191.75049392522678, 258.7317236522004]]	5.9807991889708125;11.098203859928223	0.9484777992265956	0.9484777992265956	1	369.1099374580738	4993	2383	0.05	361.1374218225922	381	381	208	208	1	GA_CrossoverC
[7, 17]	[[394.251, 465.036604431577], '0']	12.3613;16.5187	0.9614337428045814	0.9614337428045814	1	352.3390454371308	4962	2391	0.1	352.3390454371308	249	249	137	137	1	GA_CrossoverC_MutationC
[11, 18, 7]	['0', '0', [351.07050000000004, 530.37]]	12.3613;16.5187	0.8414481707317073	0.8414481707317073	1	278.6192437471976	4990	2391	0.15	278.6192437471976	380	420	208	232	1	GA_CrossoverC_MutationC
[7]	[[90.3435, 229.4565]]	1.3422000000000005;8.3778	0.9205128205128206	0.9205128205128206	1	219.04464412871872	4980	2393	0.05	219.04464412871872	776	776	430	430	1	GA_CrossoverC_MutationC
[7, 15]	[[84.04800000000002, 259.5265760233194], '0']	1.3422000000000005;8.3778	0.8355663466136923	0.8355663466136923	1	258.80396126449887	4993	2393	0.1	258.80396126449887	564	615	312	340	1	GA_CrossoverC_MutationC
[7, 6, 2, 8]	[[-45.269999999999996, 81.258], '0', '0', '1']	-2.4536957279389817;3.357399405893651	0.9579420939774625	0.9579420939774625	1	316.4435252261753	4972	2395	0.2	316.4435252261753	90	90	51	51	1	GA_MutationC
[7, 16, 2, 14]	[[-45.269999999999996, 81.258], '1', '0', '2']	-2.4536957279389817;3.357399405893651	0.967698948987025	0.967698948987025	1	364.3444545980053	4941	2395	0.2	364.3444545980053	28	28	16	16	1	GA_MutationC
[7]	[[285.65700000000004, 467.943]]	10.660960895054957;16.5187	0.785207421346253	0.785207421346253	1	239.9879491720099	4998	2402	0.05	239.9879491720099	827	969	460	538	1	GA_CrossoverC_MutationC
[7, 15, 4]	[[346.54949999999997, 441.83549999999997], '1', '0']	10.660960895054957;16.5187	0.9534522885045739	0.9534522885045739	2	295.0735422220128	4920	2402	0.15	590.1470844440256	156	156	83	83	1	GA_CrossoverC_MutationC
[7, 18]	[[206.21992922656042, 282.2625], '1']	6.617376466089258;11.098203859928223	0.9601629624225368	0.9601629624225368	1	347.06632769264553	4993	2409	0.1	347.06632769264553	152	152	79	79	1	GA_CrossoverP_MutationC
[7, 5]	[[197.57376049397016, 281.3785728480414], '1']	6.617376466089258;11.098203859928223	0.9474339581525857	0.9474339581525857	1	351.5631281921425	4993	2409	0.1	339.2039102401782	172	172	95	95	1	GA_CrossoverP
[7, 12, 15]	[[-45.269999999999996, 113.71991414946034], '1', '0']	1.3422000000000005;5.5169999999999995	0.7003454286588693	0.7003454286588693	1	285.49462433451095	4964	2410	0.15	285.49462433451095	125	167	69	94	1	GA_CrossoverP_MutationC
[7]	[[84.04800000000002, 138.858]]	-2.9178999999999995;8.3778	0.9667393729267927	0.9667393729267927	1	269.41935499357487	4964	2410	0.05	269.41935499357487	313	313	171	171	1	GA_CrossoverP_MutationC
[7, 8]	[[-45.269999999999996, 81.258], '1']	-2.9178999999999995;3.357399405893651	0.9549076773453631	0.9549076773453631	2	303.4654188435403	4972	2412	0.1	606.9308376870806	106	106	61	61	1	GA_MutationC
[7, 4]	[[394.251, 465.036604431577], '0']	12.3613;16.5187	0.9607954477197966	0.9607954477197966	1	348.89053137393296	4942	2419	0.1	348.89053137393296	322	322	177	177	1	GA_MutationC
[17, 3]	['0', '2']	12.3613;16.5187	0.2639865341370271	0.2639865341370271	1	288.9131418806192	4990	2419	0.1	288.9131418806192	96	340	53	188	1	GA_MutationC
[7, 11]	[[84.04800000000002, 169.46099999999998], '0']	0.4621000000000004;7.177899999999999	0.9468496262046624	0.9468496262046624	2	239.35554053702737	4980	2424	0.1	478.71108107405473	430	430	239	239	1	GA_CrossoverC_MutationC
[7, 4]	[[367.563, 462.96983230838396], '1']	12.601788574832659;16.5187	0.9550114958658303	0.9550114958658303	1	303.64350796836936	4962	2426	0.1	303.64350796836936	85	85	49	49	1	GA_MutationC_MutationP
[8, 17]	['0', '1']	5.6419999999999995;11.098203859928223	0.311671674721689	0.311671674721689	1	299.2409161256056	4993	2431	0.1	299.2409161256056	206	607	113	334	1	GA_CrossoverC_MutationC
[7, 11]	[[176.94775633311457, 319.70399999999995], '0']	5.6419999999999995;12.038	0.9246515112554483	0.9246515112554483	1	335.1689852920818	4993	2431	0.1	318.71123161510224	706	706	394	394	1	GA_CrossoverC_MutationC
[7, 6, 16, 19]	[[-45.269999999999996, 81.258], '0', '1', '1']	-2.4536957279389817;3.357399405893651	0.9591333851689855	0.9591333851689855	1	321.4964336103544	4977	2436	0.2	321.4964336103544	40	40	21	21	1	GA_MutationC
[7, 17, 2]	[[206.21992922656042, 319.70399999999995], '1', '0']	5.6419999999999995;12.038	0.9457074887490956	0.9457074887490956	1	344.660835302535	4993	2446	0.15	344.660835302535	183	183	102	102	1	GA_MutationC
[7, 8, 4]	[[206.21992922656042, 319.70399999999995], '0', '0']	7.140600387989471;13.536600387989472	0.9127742639867054	0.9127742639867054	1	315.8501593583743	4955	2446	0.15	315.8501593583743	383	383	214	214	1	GA_MutationC_MutationP
[7, 16, 4, 12, 8]	[[-45.269999999999996, 81.258], '1', '0', '0', '1']	-2.9178999999999995;3.357399405893651	0.96216245439363	0.96216245439363	1	292.3762995424082	4972	2452	0.25	292.3762995424082	16	16	9	9	1	GA_MutationC
[7, 10, 16]	[[394.251, 465.036604431577], '0', '1']	12.3613;16.5187	0.9609022341549676	0.9609022341549676	1	325.8726298428147	4763	2455	0.15	325.8726298428147	102	102	58	58	1	GA_CrossoverP_MutationC
[7, 4, 2]	[[394.251, 441.83549999999997], '0', '0']	12.3613;16.5187	0.9746353295133783	0.9746353295133783	1	383.0206844146512	4942	2455	0.15	383.0206844146512	200	200	111	111	1	GA_CrossoverP_MutationC
[7, 18, 5]	[[-45.269999999999996, 81.258], '0', '0']	-2.9178999999999995;3.357399405893651	0.9574353504511047	0.9574353504511047	1	313.45702125091873	4952	2458	0.15	313.45702125091873	139	139	80	80	1	GA_CrossoverP_MutationC
[7, 11]	[[191.75049392522678, 282.2625], '0']	5.6419999999999995;11.098203859928223	0.9521033943995401	0.9521033943995401	2	368.0292712374319	4993	2459	0.1	719.5731780935797	452	452	253	253	1	GA_MutationC
[7]	[[84.04800000000002, 117.29734483916127]]	1.3422000000000005;8.3778	0.9228409265224727	0.9228409265224727	1	264.54285160163033	4964	2467	0.05	264.54285160163033	187	187	106	106	1	GA_CrossoverP
[7, 8]	[[216.61052926855103, 282.2625], '0']	5.9807991889708125;11.098203859928223	0.9654617912922927	0.9654617912922927	2	387.22589258321307	4993	2472	0.1	774.4517851664261	278	278	156	156	1	GA_CrossoverC_MutationC
[7, 10, 16]	[[197.57376049397016, 282.2625], '0', '1']	5.6419999999999995;11.098203859928223	0.9550139551260922	0.9550139551260922	1	357.9184973705139	4993	2472	0.15	357.9184973705139	103	103	57	57	1	GA_CrossoverC_MutationC
[7]	[[325.2975, 530.37]]	12.3613;16.5187	0.7253235529150164	0.7253235529150164	1	241.21544566779886	4990	2474	0.05	241.21544566779886	644	825	362	468	1	GA_MutationC
[7]	[[409.245, 530.37]]	12.3613;16.5187	0.9463386575314928	0.9463386575314928	1	320.58151387715344	4990	2474	0.05	320.58151387715344	396	396	224	224	1	GA_MutationC
[7, 6, 9, 16]	[[-45.269999999999996, 81.258], '0', '0', '1']	-2.4536957279389817;3.357399405893651	0.961914972367934	0.961914972367934	1	331.3472896656552	4977	2482	0.2	331.3472896656552	82	82	49	49	1	GA_MutationC
[7, 15, 6, 9, 1]	[[-45.269999999999996, 81.258], '1', '0', '0', '0']	-2.4536957279389817;3.357399405893651	0.9617247917762078	0.9617247917762078	1	366.29815184778863	4970	2482	0.25	366.29815184778863	59	59	34	34	1	GA_MutationC
[4, 7]	['1', [178.572, 408.828]]	5.6419999999999995;12.038	0.705549664192294	0.705549664192294	1	276.467873025064	4993	2487	0.1	276.467873025064	158	203	89	115	1	GA_MutationC
[7, 4, 11]	[[394.251, 441.83549999999997], '0', '0']	12.3613;16.5187	0.9747077360243356	0.9747077360243356	3	389.62527670651957	4942	2492	0.15	1168.8758301195587	186	186	103	103	1	GA_MutationC
[4, 2, 1]	['0', '0', '2']	12.3613;16.5187	0.35853495934959345	0.35853495934959345	1	313.2774407017872	4706	2492	0.15	313.2774407017872	33	89	19	50	1	GA_MutationC
[7, 11, 3]	[[-45.269999999999996, 113.71991414946034], '0', '0']	-2.9178999999999995;5.5169999999999995	0.9329205088286562	0.9329205088286562	1	308.66227383006355	4972	2493	0.15	308.66227383006355	163	163	94	94	1	GA_MutationC
[7, 3]	[[216.61052926855103, 282.2625], '1']	5.9807991889708125;11.098203859928223	0.9652249593950248	0.9652249593950248	1	368.4477194209747	4955	2500	0.1	360.30964927621835	182	182	104	104	1	GA_MutationC
[7, 2]	[[-45.269999999999996, 81.258], '0']	-2.9178999999999995;3.357399405893651	0.9566787561501412	0.9566787561501412	1	326.5352999877472	4991	2501	0.1	326.5352999877472	386	386	223	223	1	GA_CrossoverP_MutationC
[7, 2]	[[397.3951957365145, 441.83549999999997], '0']	12.3613;16.5187	0.9766341081496546	0.9766341081496546	2	394.40487681191706	4962	2504	0.1	788.8097536238341	234	234	131	131	1	GA_CrossoverP_MutationC
[7, 18, 8]	[[-45.269999999999996, 81.258], '0', '0']	-2.9178999999999995;3.357399405893651	0.96049399838457	0.96049399838457	1	360.2836055153265	4991	2517	0.15	360.2836055153265	174	174	102	102	1	GA_CrossoverP_MutationC
[7, 15, 9, 1, 11]	[[-45.269999999999996, 81.258], '1', '0', '0', '0']	-2.4536957279389817;3.357399405893651	0.9616402163315124	0.9616402163315124	2	364.10843468496046	4970	2517	0.25	728.2168693699209	62	62	37	37	1	GA_CrossoverP_MutationC
[7, 19]	[[216.61052926855103, 282.2625], '0']	5.9807991889708125;11.098203859928223	0.968258232356577	0.968258232356577	2	380.9804073839844	4955	2518	0.1	751.951018459961	220	220	128	128	1	GA_CrossoverP_MutationC
[7, 8, 11]	[[215.03287540620306, 282.2625], '0', '0']	5.9807991889708125;11.098203859928223	0.9652028644735632	0.9652028644735632	1	387.2361281418348	4993	2518	0.15	387.2361281418348	251	251	144	144	1	GA_CrossoverP_MutationC
[7, 6]	[[346.54949999999997, 441.83549999999997], '0']	10.660960895054957;16.5187	0.9512802043545998	0.9512802043545998	2	248.57208568400355	4998	2523	0.1	497.1441713680071	433	433	248	248	1	GA_CrossoverP_MutationC
[7, 6, 16, 8]	[[-45.269999999999996, 81.258], '0', '1', '0']	-2.4536957279389817;3.357399405893651	0.9568274632592769	0.9568274632592769	1	333.580704950907	4977	2528	0.2	333.580704950907	75	75	45	45	1	GA_CrossoverP_MutationC
[7, 4]	[[-45.269999999999996, 81.258], '0']	-2.9178999999999995;3.357399405893651	0.9568817425171651	0.9568817425171651	3	315.74772853067964	4977	2528	0.1	947.2431855920389	316	316	187	187	1	GA_CrossoverP_MutationC
[7]	[[191.75049392522678, 282.2625]]	5.6419999999999995;11.098203859928223	0.9526210704950592	0.9526210704950592	2	367.52473282984624	4993	2533	0.05	718.3118320746156	474	474	276	276	1	GA_MutationC
[7, 9, 11]	[[397.3951957365145, 441.83549999999997], '0', '0']	12.3613;16.5187	0.9755339192258319	0.9755339192258319	1	401.7716584529659	4962	2537	0.15	401.7716584529659	168	168	95	95	1	GA_MutationC
[7, 0]	[[191.1375, 319.70399999999995], '0']	5.6419999999999995;12.038	0.9325937406531256	0.9325937406531256	1	353.61941318991387	4993	2544	0.1	341.77426648739237	277	277	161	161	1	GA_MutationC
[7]	[[191.1375, 319.70399999999995]]	5.6419999999999995;12.038	0.9334112243925062	0.9334112243925062	1	344.7643768701854	4993	2544	0.05	330.7054710877318	655	655	387	387	1	GA_MutationC
[14]	['1']	-2.9178999999999995;8.3778	0.41985917585404076	0.41985917585404076	2	265.33174029325875	4977	2551	0.05	530.6634805865175	577	1205	337	703	1	GA_MutationC
[7, 4]	[[84.04800000000002, 169.46099999999998], '0']	0.4621000000000004;7.177899999999999	0.9468059607739419	0.9468059607739419	1	220.7451273461695	4980	2551	0.1	220.7451273461695	388	388	227	227	1	GA_MutationC
[7]	[[196.5405, 326.0595]]	5.6419999999999995;12.038	0.932483443177627	0.932483443177627	1	341.91049266990547	4993	2554	0.05	327.13811583738186	658	658	390	390	1	GA_CrossoverP_MutationC
[15]	['0']	5.6419999999999995;11.098203859928223	0.31402198556688954	0.31402198556688954	2	265.6643778286681	4993	2554	0.05	531.3287556573362	511	1516	306	891	1	GA_CrossoverP_MutationC
[4, 7]	['0', [-45.269999999999996, 75.255]]	-0.05542588792614689;0.9354258879261468	0.25646260054299996	0.25646260054299996	1	312.4749362818231	4972	2564	0.1	312.4749362818231	75	284	44	170	1	GA_MutationC_MutationP
[7, 9, 11]	[[397.3951957365145, 462.7598898527248], '0', '0']	12.3613;16.5187	0.9631069982975471	0.9631069982975471	1	387.20802389120456	4962	2565	0.15	387.20802389120456	250	250	144	144	1	GA
[7, 9, 11, 18]	[[405.6405367962136, 441.83549999999997], '0', '0', '0']	12.3613;16.5187	0.9813018761726079	0.9813018761726079	1	420.1510892018144	4962	2565	0.2	420.1510892018144	88	88	50	50	1	GA_MutationC
[7]	[[209.14512916740824, 282.2625]]	5.9807991889708125;11.098203859928223	0.962104107503628	0.962104107503628	1	372.4882210559375	4993	2569	0.05	365.3602763199219	373	373	223	223	1	GA_CrossoverP
[7, 13, 17]	[[-45.269999999999996, 81.258], '0', '1']	-2.9178999999999995;3.357399405893651	0.9597107185391714	0.9597107185391714	1	329.52018457852984	4977	2574	0.15	329.52018457852984	68	68	39	39	1	GA_MutationC
[7, 10, 11]	[[162.3375, 282.2625], '0', '0']	5.6419999999999995;11.098203859928223	0.9308737490202939	0.9308737490202939	1	347.81600084960144	4993	2581	0.15	334.52000106200177	426	426	261	261	1	GA_CrossoverP_MutationC
[10, 19, 9]	['0', '0', '1']	5.6419999999999995;11.098203859928223	0.32372997546543525	0.32372997546543525	1	249.24840973202723	4980	2581	0.15	249.24840973202723	67	181	37	104	1	GA_CrossoverP_MutationC
[7, 16, 1]	[[-45.269999999999996, 81.258], '0', '1']	-2.9178999999999995;3.357399405893651	0.9572180581101587	0.9572180581101587	1	337.859542491814	4791	2584	0.15	337.859542491814	93	93	54	54	1	GA_MutationC
[7, 6]	[[394.251, 517.9170543967267], '1']	12.3613;16.5187	0.9463808794970541	0.9463808794970541	1	290.642296641333	4827	2587	0.1	290.642296641333	69	69	38	38	1	GA_MutationC
[7, 10]	[[394.251, 471.5438619508248], '0']	12.3613;16.5187	0.9563544587679127	0.9563544587679127	1	325.56961031026566	4990	2587	0.1	325.56961031026566	314	314	186	186	1	GA
[7, 3, 1]	[[206.21992922656042, 319.70399999999995], '1', '1']	5.6419999999999995;12.038	0.9389573840793353	0.9389573840793353	1	291.0418171011205	4917	2593	0.15	291.0418171011205	95	95	56	56	1	GA_CrossoverC_MutationC
[7]	[[93.78290951806385, 138.858]]	-2.9178999999999995;8.3778	0.9743130540503899	0.9743130540503899	2	270.0764304294008	4964	2597	0.05	540.1528608588015	240	240	143	143	1	GA_CrossoverP
[7, 8]	[[84.04800000000002, 169.46099999999998], '0']	0.4621000000000004;7.177899999999999	0.9459185800649215	0.9459185800649215	2	252.58775671308544	4980	2597	0.1	505.1755134261709	315	315	189	189	1	GA_CrossoverP_MutationC
[7, 11, 4, 1, 2]	[[44.739, 169.46099999999998], '0', '1', '0', '0']	0.4621000000000004;7.177899999999999	0.9376068376068376	0.9376068376068376	1	293.5529560212605	4991	2599	0.25	293.5529560212605	54	54	30	30	1	GA_MutationC
[7]	[[206.5643417882138, 282.2625]]	5.9807991889708125;11.098203859928223	0.9609018620577308	0.9609018620577308	1	372.1278797123703	4993	2600	0.05	364.9098496404629	378	378	229	229	1	GA
[7, 3]	[[196.86898562034352, 282.2625], '2']	5.9807991889708125;11.098203859928223	0.9560521994810884	0.9560521994810884	1	340.1564574449693	4993	2600	0.1	340.1564574449693	106	106	60	60	1	GA_MutationC
[3, 11, 13, 7]	['0', '0', '1', [340.5765, 530.37]]	12.3613;16.5187	0.8881001876172608	0.8881001876172608	1	293.31765998697676	4920	2604	0.2	293.31765998697676	77	83	47	50	1	GA_CrossoverC_MutationC
[7, 13, 17, 11]	[[-15.626657804555297, 81.258], '0', '1', '0']	-0.656289776842438;5.619009629051213	0.9226602989477877	0.9226602989477877	1	345.09020508343804	4970	2616	0.2	345.09020508343804	60	60	35	35	1	GA_MutationC_MutationP
[7, 6, 8]	[[346.54949999999997, 441.83549999999997], '0', '0']	10.660960895054957;16.5187	0.9505989947321964	0.9505989947321964	1	267.6766418345618	4998	2620	0.15	267.6766418345618	325	325	195	195	1	GA_MutationC
[7]	[[206.21992922656042, 272.9381256047375]]	5.6419999999999995;11.098203859928223	0.965510200636791	0.965510200636791	1	371.3792870252459	4993	2627	0.05	363.9741087815574	332	332	203	203	1	GA_CrossoverC
[7, 8, 6]	[[216.61052926855103, 282.2625], '0', '0']	5.9807991889708125;11.098203859928223	0.9652441549254147	0.9652441549254147	1	382.8789476315653	4993	2627	0.15	382.8789476315653	208	208	128	128	1	GA_CrossoverC_MutationC
[7, 11, 8, 18, 2, 10]	[[44.739, 169.46099999999998], '0', '1', '0', '0', '0']	0.4621000000000004;7.177899999999999	0.9465889585246098	0.9465889585246098	1	276.26085397930007	4921	2629	0.3	276.26085397930007	79	79	47	47	1	GA_MutationC
[7, 10, 17]	[[-45.269999999999996, 81.258], '0', '0']	-2.9178999999999995;3.357399405893651	0.959523651921656	0.959523651921656	1	324.62295275589975	4991	2633	0.15	324.62295275589975	183	183	107	107	1	GA_CrossoverP_MutationC
[7, 18, 10]	[[-45.269999999999996, 81.258], '0', '0']	-2.9178999999999995;3.357399405893651	0.9573215254897066	0.9573215254897066	2	332.693714496762	4991	2633	0.15	665.387428993524	186	186	111	111	1	GA_CrossoverP_MutationC
[8]	['0']	5.6419999999999995;11.098203859928223	0.31973766153078986	0.31973766153078986	1	278.98550215649874	4993	2637	0.05	278.98550215649874	614	1768	377	1079	1	GA_CrossoverP_MutationC
[7, 6, 1]	[[216.61052926855103, 282.2625], '0', '0']	5.9807991889708125;11.098203859928223	0.9675721238817739	0.9675721238817739	1	381.09837499811675	4993	2637	0.15	376.1229687476459	181	181	115	115	1	GA_CrossoverP_MutationC
[7, 5]	[[397.3951957365145, 441.83549999999997], '0']	12.3613;16.5187	0.9770512409071459	0.9770512409071459	2	394.4873406130452	4962	2643	0.1	788.9746812260904	132	132	76	76	1	GA_CrossoverP_MutationC
