Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[3]	['0']	5.6419999999999995;12.038	0.3622576610381488	0.3622576610381488	1	278.7445286842592	4906	397	0.05	278.7445286842592	533	1315	167	412	1	GA_MutationC
[7, 18, 11]	[[367.563, 530.37], '1', '0']	12.3613;16.5187	0.9391218180344196	0.9391218180344196	1	290.1260876190762	4956	398	0.15	290.1260876190762	337	337	108	108	1	GA_CrossoverC_MutationC
[7, 11, 18]	[[-45.269999999999996, 113.71991414946034], '0', '0']	-2.9178999999999995;5.5169999999999995	0.9369850504969861	0.9369850504969861	2	322.43425713988074	4991	400	0.15	644.8685142797615	604	604	188	188	1	GA_MutationC
[7, 8]	[[162.3375, 311.0625], '2']	5.6419999999999995;12.038	0.9136960600375235	0.9136960600375235	1	230.79007335471005	4926	410	0.1	230.79007335471005	37	37	11	11	1	GA_CrossoverP_MutationC
[7, 18, 1]	[[-45.269999999999996, 113.71991414946034], '0', '0']	-2.9178999999999995;5.5169999999999995	0.9429468938920159	0.9429468938920159	1	345.10817172179935	4991	423	0.15	345.10817172179935	384	384	120	120	1	GA_MutationC
[7, 11, 18, 14]	[[-45.269999999999996, 113.71991414946034], '0', '0', '2']	-2.9178999999999995;5.5169999999999995	0.9406307513624587	0.9406307513624587	1	356.430698947218	4886	423	0.2	356.430698947218	113	113	35	35	1	GA_MutationC
[7]	[[279.693, 530.37]]	12.3613;16.5187	0.5627551475476487	0.5627551475476487	1	239.7524031270217	4990	425	0.05	239.7524031270217	1133	1900	362	603	1	GA_CrossoverC_MutationC
[7, 11, 13]	[[367.563, 530.37], '0', '1']	12.3613;16.5187	0.9426721184435924	0.9426721184435924	2	351.5079373156488	4962	425	0.15	703.0158746312976	428	428	138	138	1	GA_CrossoverC_MutationC
[7, 15]	[[212.46014557374053, 311.0625], '0']	5.6419999999999995;10.001890015306557	0.7605678997957407	0.7605678997957407	1	317.4746085048047	4993	439	0.1	317.4746085048047	463	578	147	182	1	GA_MutationC_MutationP
[1]	['1']	1.3422000000000005;8.3778	0.3769663732140279	0.3769663732140279	2	262.8347457336519	4946	447	0.05	525.6694914673038	629	1477	198	468	1	GA_CrossoverC_MutationC
[7, 19]	[[59.76450000000001, 278.649], '1']	1.3422000000000005;8.3778	0.7916756483440449	0.7916756483440449	1	313.95166557075135	4993	447	0.1	313.95166557075135	659	753	206	235	1	GA_CrossoverC_MutationC
[7]	[[235.5645, 441.83549999999997]]	8.1325;16.1275	0.8842586042506074	0.8842586042506074	1	264.8749299043828	4998	461	0.05	264.8749299043828	1906	1915	607	610	1	GA_CrossoverC_MutationC
[7, 13]	[[183.075, 507.5055], '1']	5.6419999999999995;12.038	0.5190363686298642	0.5190363686298642	1	282.7698802291317	4985	461	0.1	282.7698802291317	687	1185	216	378	1	GA_CrossoverC_MutationC
[7, 1]	[[-45.269999999999996, 113.71991414946034], '0']	-2.9178999999999995;5.5169999999999995	0.9362775171982489	0.9362775171982489	1	325.4867664505314	4991	466	0.1	325.4867664505314	638	638	200	200	1	GA_MutationC
[7, 6, 14]	[[-45.269999999999996, 113.71991414946034], '0', '2']	-2.9178999999999995;5.5169999999999995	0.9398794701233726	0.9398794701233726	1	339.8094477476495	4941	466	0.15	339.8094477476495	175	175	55	55	1	GA_MutationC
[7, 11, 3]	[[-45.269999999999996, 113.71991414946034], '0', '1']	-2.9178999999999995;5.5169999999999995	0.9374768804971192	0.9374768804971192	1	311.6132359980925	4970	469	0.15	311.6132359980925	451	451	141	141	1	GA_MutationC
[7, 11]	[[-45.269999999999996, 81.258], '0']	-2.9178999999999995;3.357399405893651	0.9575015050141561	0.9575015050141561	3	332.53513122899216	4991	469	0.1	997.6053936869764	658	658	206	206	1	GA_MutationC
[7, 10]	[[162.3375, 311.0625], '0']	5.6419999999999995;12.038	0.9150798271908448	0.9150798271908448	1	334.2221460791915	4993	474	0.1	317.5276825989894	1098	1098	348	348	1	GA_MutationC
[7, 17]	[[367.563, 530.37], '1']	12.3613;16.5187	0.9380483690464435	0.9380483690464435	2	254.92784883103718	4956	475	0.1	509.85569766207436	351	351	114	114	1	GA_MutationC
[7, 11]	[[-45.269999999999996, 81.258], '0']	-2.4536957279389817;3.357399405893651	0.9577709086480698	0.9577709086480698	6	332.53513122899216	4991	478	0.1	1995.2107873739528	656	656	206	206	1	GA_CrossoverP_MutationC_MutationP
[7, 11, 5]	[[-45.269999999999996, 81.258], '0', '0']	-2.9178999999999995;3.357399405893651	0.9565446394546859	0.9565446394546859	1	315.4654170418341	4952	478	0.15	315.4654170418341	380	380	121	121	1	GA_CrossoverP_MutationC
[7, 10]	[[162.3375, 282.2625], '0']	5.6419999999999995;11.098203859928223	0.9304952185068006	0.9304952185068006	2	346.7604275802126	4993	482	0.1	666.4010689505315	895	895	284	284	1	GA_CrossoverC_MutationP
[7, 10, 16]	[[106.74230668748095, 311.0625], '0', '1']	5.6419999999999995;12.038	0.6441567370334936	0.6441567370334936	1	326.63133065812895	4993	482	0.15	326.63133065812895	343	477	107	151	1	GA_CrossoverC_MutationC
[7, 8]	[[367.563, 530.37], '1']	12.3613;16.5187	0.9428707612396636	0.9428707612396636	1	299.1602475009998	4942	493	0.1	299.1602475009998	219	219	72	72	1	GA_MutationC
[7, 13]	[[367.563, 530.37], '1']	12.3613;16.5187	0.9417007087763185	0.9417007087763185	1	317.9250949772854	4962	493	0.1	317.9250949772854	460	460	150	150	1	GA_MutationC
[7, 9]	[[191.1375, 274.6619802640914], '1']	5.6419999999999995;12.038	0.9506676967222161	0.9506676967222161	1	337.33223625752555	4993	500	0.1	337.33223625752555	107	107	34	34	1	GA_CrossoverP_MutationC
[11, 2, 7, 18]	['0', '0', [-45.269999999999996, 208.9995], '0']	-4.077;5.5169999999999995	0.694201492788517	0.694201492788517	1	298.45883533561965	4991	502	0.2	298.45883533561965	836	1112	266	353	1	GA_MutationC
[11, 7]	['0', [-45.269999999999996, 208.9995]]	-4.077;5.5169999999999995	0.6882034397608632	0.6882034397608632	1	285.49233854972226	4991	502	0.1	285.49233854972226	1328	1776	421	563	1	GA_MutationC
[7, 4]	[[-45.269999999999996, 208.9995], '0']	-2.4536957279389817;3.357399405893651	0.39257053689944943	0.39257053689944943	1	245.4717543086312	4977	504	0.1	245.4717543086312	674	1632	214	519	1	GA_CrossoverC_MutationC
[7, 17]	[[367.563, 530.37], '0']	12.3613;16.5187	0.9397932283910628	0.9397932283910628	2	305.50703664457217	4990	507	0.1	611.0140732891443	687	687	223	223	1	GA_CrossoverC_MutationC
[7, 17]	[[-45.269999999999996, 81.258], '0']	-2.4536957279389817;3.357399405893651	0.9584694305461601	0.9584694305461601	2	330.58914034815746	4991	511	0.1	661.1782806963149	474	474	149	149	1	GA_MutationC
[7, 15]	[[-45.269999999999996, 81.258], '0']	-2.4536957279389817;3.357399405893651	0.955594462241861	0.955594462241861	1	338.5421194026647	4991	511	0.1	338.5421194026647	437	437	139	139	1	GA_MutationC
[7]	[[119.14800000000001, 272.652]]	5.6419999999999995;12.038	0.6638724523339907	0.6638724523339907	1	297.1975313339476	4993	518	0.05	271.2469141674345	1069	1463	341	468	1	GA_CrossoverC_MutationC
[7, 16]	[[162.3375, 288.6085144628249], '1']	5.6419999999999995;12.038	0.9095073956106287	0.9095073956106287	1	295.6855202581276	4993	527	0.1	295.6855202581276	409	409	129	129	1	GA_MutationC
[10, 6]	['0', '0']	5.6419999999999995;12.038	0.3644849916181644	0.3644849916181644	1	295.96411507581513	4993	527	0.1	269.7051438447689	1180	2911	380	939	1	GA_MutationC
[7, 17, 10]	[[-45.269999999999996, 81.258], '0', '0']	-2.4536957279389817;3.357399405893651	0.9596799408439929	0.9596799408439929	3	324.62295275589975	4991	530	0.15	973.8688582676992	341	341	107	107	1	GA_CrossoverP_MutationC
[7, 2]	[[346.54949999999997, 441.83549999999997], '0']	8.1325;16.5187	0.923205392616709	0.923205392616709	2	249.01732868566538	4998	533	0.1	498.03465737133075	835	835	272	272	1	GA_CrossoverC_MutationC
[7, 8]	[[235.5645, 504.8505], '1']	8.1325;16.1275	0.8467752022433376	0.8467752022433376	2	271.6521655251856	4985	533	0.1	543.3043310503712	467	479	151	155	1	GA_CrossoverC_MutationC
[7, 3]	[[162.3375, 288.6085144628249], '2']	5.6419999999999995;12.038	0.920698983376238	0.920698983376238	1	309.46767882952787	4993	534	0.1	309.46767882952787	270	270	86	86	1	GA_MutationC
[7, 10, 1]	[[162.3375, 282.2625], '0', '0']	6.434117480280579;11.24588251971942	0.7630510048161545	0.7630510048161545	1	345.38759856589263	4993	534	0.15	331.4844982073658	492	605	158	194	1	GA_MutationC_MutationP
[7, 11, 10]	[[367.563, 530.37], '0', '0']	12.3613;16.5187	0.9399806596642586	0.9399806596642586	1	290.37752858548754	4990	539	0.15	290.37752858548754	778	778	254	254	1	GA_CrossoverP_MutationC
[7, 11, 8]	[[-45.269999999999996, 81.258], '0', '1']	-2.4536957279389817;3.357399405893651	0.9552542701094913	0.9552542701094913	1	304.23189207175216	4972	547	0.15	304.23189207175216	180	180	57	57	1	GA_CrossoverP_MutationC
[7]	[[159.37349999999998, 394.4265]]	5.6419999999999995;12.038	0.7412485367457224	0.7412485367457224	1	289.9270553033849	4993	550	0.05	262.1588191292311	1789	2171	578	702	1	GA_CrossoverP_MutationC
[7, 9]	[[162.3375, 311.0625], '0']	5.6419999999999995;12.038	0.9169733021122698	0.9169733021122698	1	309.0066298243163	4985	550	0.1	286.00828728039534	1202	1202	387	387	1	GA_CrossoverP_MutationC
[7, 6]	[[-45.269999999999996, 81.258], '0']	-2.4536957279389817;3.357399405893651	0.9578992424425802	0.9578992424425802	1	338.9864629160313	4991	553	0.1	338.9864629160313	597	597	192	192	1	GA_MutationC
[7, 12]	[[-45.269999999999996, 81.258], '1']	-2.4536957279389817;3.357399405893651	0.9558347618117354	0.9558347618117354	1	337.1150450678428	4970	553	0.1	337.1150450678428	281	281	91	91	1	GA_MutationC
[7, 18]	[[367.563, 530.37], '0']	12.3613;16.5187	0.9394684759369955	0.9394684759369955	1	291.9197205011127	4990	567	0.1	291.9197205011127	658	658	215	215	1	GA_MutationC
[17, 12]	['0', '1']	-2.4536957279389817;3.357399405893651	0.17572707043250158	0.17572707043250158	1	306.6160694449949	4927	570	0.1	283.02008680624357	231	1247	75	406	1	GA_CrossoverP_MutationC
[7, 18]	[[162.3375, 311.0625], '1']	5.6419999999999995;12.038	0.9176441057974158	0.9176441057974158	1	296.62192029925944	4993	572	0.1	296.62192029925944	455	455	147	147	1	GA_MutationC
[7]	[[215.4525, 383.34749999999997]]	5.6419999999999995;12.038	0.7601682414234348	0.7601682414234348	1	300.91892650879265	4993	574	0.05	275.8986581359908	1266	1533	413	499	1	GA_CrossoverP_MutationC
[7]	[[162.3375, 311.0625]]	5.6419999999999995;12.038	0.9159355417535072	0.9159355417535072	1	314.9339581196411	4993	574	0.05	293.4174476495514	1391	1391	451	451	1	GA_CrossoverP_MutationC
[7, 8, 11, 12]	[[-45.269999999999996, 113.71991414946034], '0', '0', '1']	-2.9178999999999995;5.5169999999999995	0.9364481833403941	0.9364481833403941	1	323.6684796361135	4970	584	0.2	323.6684796361135	287	287	93	93	1	GA_CrossoverC_MutationC
[7]	[[394.251, 530.37]]	12.3613;16.5187	0.948009722619388	0.948009722619388	9	322.6921364080281	4990	591	0.05	2904.229227672253	816	816	269	269	1	GA_CrossoverP_MutationC
[7]	[[204.68099999999998, 463.719]]	5.6419999999999995;12.038	0.5290043290043289	0.5290043290043289	1	302.4356525784195	4993	594	0.05	277.79456572302433	1353	2347	444	770	1	GA_MutationC
[7, 13]	[[235.5645, 441.83549999999997], '1']	8.1325;16.1275	0.8839376841008901	0.8839376841008901	1	280.37297002279666	4985	594	0.1	280.37297002279666	817	823	267	269	1	GA_MutationC
[7, 11, 4, 18, 1]	[[44.739, 169.46099999999998], '0', '1', '0', '0']	0.4621000000000004;7.177899999999999	0.9428392745465917	0.9428392745465917	1	276.28424258491475	4991	601	0.25	276.28424258491475	64	64	20	20	1	GA_MutationC
[7, 11, 8, 4, 18, 2]	[[44.739, 169.46099999999998], '0', '1', '1', '0', '0']	0.4621000000000004;7.177899999999999	0.948439997220485	0.948439997220485	1	219.2313479034313	4921	601	0.3	219.2313479034313	29	29	9	9	1	GA_MutationC
[7, 1]	[[162.3375, 288.6085144628249], '0']	5.6419999999999995;12.038	0.9174507475411833	0.9174507475411833	1	321.3828430853336	4993	606	0.1	301.478553856667	819	819	267	267	1	GA_MutationC
[7, 15]	[[162.3375, 288.6085144628249], '0']	5.6419999999999995;12.038	0.9162107070056861	0.9162107070056861	1	296.6003269509362	4993	606	0.1	296.6003269509362	728	728	239	239	1	GA_MutationC
[7, 17, 1]	[[-45.269999999999996, 81.258], '0', '1']	-2.4536957279389817;3.357399405893651	0.9602033584316992	0.9602033584316992	1	319.48646501895104	4952	607	0.15	319.48646501895104	184	184	60	60	1	GA_MutationC
[7, 10]	[[394.251, 530.37], '0']	12.3613;16.5187	0.946785316404148	0.946785316404148	4	318.49578416935424	4990	612	0.1	1273.983136677417	651	651	215	215	1	GA_MutationC
[7, 11, 8]	[[-45.269999999999996, 81.258], '0', '0']	-2.4536957279389817;3.357399405893651	0.9585565146877472	0.9585565146877472	3	353.85939916559664	4991	620	0.15	1061.57819749679	445	445	145	145	1	GA_CrossoverC_MutationC
[7, 18]	[[-45.269999999999996, 57.47103658636172], '1']	-2.4536957279389817;3.357399405893651	0.9592545002041614	0.9592545002041614	1	306.96177330826293	4977	620	0.1	306.96177330826293	163	163	53	53	1	GA_CrossoverC_MutationC
[7, 4]	[[367.563, 530.37], '1']	12.3613;16.5187	0.9490022172949002	0.9490022172949002	3	298.96946850969755	4962	623	0.1	896.9084055290926	169	169	55	55	1	GA_MutationC
[7, 13]	[[367.563, 530.37], '2']	12.3613;16.5187	0.9426710242288527	0.9426710242288527	1	273.7484170095478	4763	623	0.1	273.7484170095478	94	94	31	31	1	GA_MutationC
[7, 10]	[[162.3375, 288.6085144628249], '0']	5.6419999999999995;12.038	0.9157862926073763	0.9157862926073763	1	346.1514383665708	4993	624	0.1	332.4392979582135	907	907	298	298	1	GA_CrossoverP_MutationC
[3, 7]	['2', [162.06600000000003, 373.134]]	5.6419999999999995;12.038	0.8346156270149464	0.8346156270149464	1	285.6119959768057	4993	624	0.1	285.6119959768057	364	395	119	129	1	GA_CrossoverP_MutationC
[18, 12]	['0', '0']	-2.9178999999999995;5.5169999999999995	0.29053630847524003	0.29053630847524003	1	259.60181241615294	4952	633	0.1	259.60181241615294	375	1191	124	393	1	GA_CrossoverC_MutationC
[7, 16]	[[-45.269999999999996, 81.258], '0']	-2.4536957279389817;3.357399405893651	0.956818294612421	0.956818294612421	3	352.82483534529604	4991	643	0.1	1058.4745060358882	457	457	151	151	1	GA_CrossoverP_MutationC
[5]	['1']	5.6419999999999995;12.038	0.35893569844789375	0.35893569844789375	1	332.29339996726173	4993	649	0.05	315.11674995907714	666	1666	220	550	1	GA_CrossoverC_MutationC
[7, 10]	[[162.3375, 311.0625], '0']	5.6419999999999995;11.076341676627521	0.9226286551028199	0.9226286551028199	1	334.2221460791915	4993	649	0.1	317.5276825989894	1053	1053	348	348	1	GA_CrossoverC_MutationC_MutationP
[7]	[[222.98999999999998, 510.80999999999995]]	11.550207874602753;12.709792125397248	0.12020157572709733	0.12020157572709733	1	299.629052822288	4998	656	0.05	274.28631602786	289	2340	95	776	1	GA_CrossoverC_MutationC_MutationP
[13, 9]	['1', '0']	8.1325;16.1275	0.424633028255626	0.424633028255626	1	262.9284889512589	4985	656	0.1	262.9284889512589	741	1537	246	509	1	GA_CrossoverC_MutationC
[7, 11, 8, 9, 14]	[[-45.269999999999996, 77.655], '1', '0', '0', '1']	-4.077;3.7978999999999994	0.9503060506566604	0.9503060506566604	1	266.1879572433994	4977	657	0.25	266.1879572433994	25	25	8	8	1	GA_CrossoverC_MutationC
[7, 4, 13]	[[-45.269999999999996, 77.655], '0', '0']	-2.9178999999999995;3.7978999999999994	0.9606557010063108	0.9606557010063108	1	340.3078208011773	4977	657	0.15	340.3078208011773	265	265	88	88	1	GA_CrossoverC_MutationC
[7, 4]	[[59.76450000000001, 266.0355], '0']	1.3422000000000005;8.3778	0.8142066970224512	0.8142066970224512	2	286.70772677777427	4980	658	0.1	516.2693169444357	1434	1591	475	527	1	GA_MutationC
[4]	['0']	1.3422000000000005;8.3778	0.4000592970941286	0.4000592970941286	2	280.8389048918599	4980	658	0.05	501.59726222964974	1617	3605	536	1196	1	GA_MutationC
[7, 9]	[[162.3375, 311.0625], '0']	5.6419999999999995;11.076341676627521	0.9225624757679557	0.9225624757679557	1	309.0066298243163	4985	666	0.1	286.00828728039534	1165	1165	387	387	1	GA_MutationC
[7, 5]	[[162.3375, 311.0625], '0']	5.6419999999999995;11.076341676627521	0.9212514426410765	0.9212514426410765	1	287.3285460714333	4985	666	0.1	287.3285460714333	786	786	261	261	1	GA_MutationC
[7, 15, 9]	[[-45.269999999999996, 113.71991414946034], '1', '0']	-2.9178999999999995;5.5169999999999995	0.9344634554205073	0.9344634554205073	1	319.67051431940115	4970	667	0.15	319.67051431940115	279	279	92	92	1	GA_MutationC
[7, 18]	[[394.251, 530.37], '0']	12.3613;16.5187	0.9471943960511033	0.9471943960511033	2	318.13646842023525	4990	670	0.1	636.2729368404705	505	505	168	168	1	GA_MutationC
[7, 16, 4]	[[-45.269999999999996, 227.0055], '0', '1']	-2.4536957279389817;3.357399405893651	0.4477126765047684	0.4477126765047684	1	268.97764382718617	4991	671	0.15	268.97764382718617	100	211	33	70	1	GA_MutationC_RangeError
[16, 5]	['0', '1']	-2.4536957279389817;3.357399405893651	0.1727069653681702	0.1727069653681702	1	318.21202254012036	4991	671	0.1	297.51502817515046	200	1098	66	365	1	GA_MutationC
[7, 4, 18, 10, 16]	[[-45.269999999999996, 80.358], '1', '0', '1', '1']	-2.6678999999999995;4.047899999999999	0.9512195121951219	0.9512195121951219	1	262.6885262222222	4524	676	0.25	262.6885262222222	10	10	3	3	1	GA_CrossoverP_MutationC
[8, 4, 6, 15, 10]	['0', '1', '0', '1', '1']	-1.4785113149712077;4.047899999999999	0.3931946437111431	0.3931946437111431	1	294.19986471327275	4941	676	0.25	294.19986471327275	22	52	7	17	1	GA_CrossoverP_MutationC_MutationP
[7]	[[63.97500000000001, 303.825]]	5.6419999999999995;11.076341676627521	0.5440798351913769	0.5440798351913769	1	312.42331054066824	4993	684	0.05	290.2791381758353	1290	2192	430	731	1	GA_CrossoverC_MutationC
[7, 2]	[[162.3375, 311.0625], '0']	5.6419999999999995;12.038	0.9163596053839955	0.9163596053839955	1	314.9339581196411	4993	684	0.1	293.4174476495514	1332	1332	444	444	1	GA_CrossoverC_MutationC
[7, 19]	[[367.563, 530.37], '0']	12.3613;16.5187	0.9382751227619114	0.9382751227619114	2	313.1992554408783	4962	685	0.1	626.3985108817566	647	647	216	216	1	GA_MutationC
[17, 7]	['0', [-45.269999999999996, 95.643]]	-2.4536957279389817;3.357399405893651	0.9209931605206118	0.9209931605206118	1	328.8814464482816	4991	699	0.1	328.8814464482816	525	543	175	181	1	GA_CrossoverP_MutationC
[7, 8]	[[162.3375, 311.0625], '0']	5.6419999999999995;11.076341676627521	0.9228949580697782	0.9228949580697782	1	285.26669980829257	4993	702	0.1	285.26669980829257	1015	1015	340	340	1	GA_MutationC
[7]	[[6.080999999999989, 265.119]]	1.3422000000000005;8.3778	0.7278004166616876	0.7278004166616876	1	316.9631626816057	4993	703	0.05	295.95395335200715	1914	2344	641	785	1	GA_MutationC
[7, 17]	[[394.251, 530.37], '0']	12.3613;16.5187	0.9471414576306723	0.9471414576306723	2	327.3378579941412	4990	712	0.1	654.6757159882824	515	515	173	173	1	GA_MutationC
[11, 10]	['0', '1']	-2.4536957279389817;3.357399405893651	0.19116067478022392	0.19116067478022392	1	283.11808223986367	4941	719	0.1	283.11808223986367	176	876	59	294	1	GA_CrossoverC_MutationC
[7, 15]	[[10.878, 175.29937920151508], '1']	1.3422000000000005;8.3778	0.8051810331767915	0.8051810331767915	1	281.3014204630927	4980	724	0.1	281.3014204630927	424	478	143	161	1	GA_MutationC
[7, 3]	[[-45.269999999999996, 260.322], '2']	1.3422000000000005;8.3778	0.7147143344958697	0.7147143344958697	1	310.55577692382593	4993	724	0.1	310.55577692382593	388	483	131	163	1	GA_MutationC
[7, 12]	[[162.3375, 311.0625], '1']	5.6419999999999995;11.076341676627521	0.9223029096076032	0.9223029096076032	1	318.06474370791074	4993	726	0.1	297.33092963488843	621	621	209	209	1	GA_CrossoverP_MutationC
[7, 19]	[[162.3375, 311.0625], '0']	5.6419999999999995;11.076341676627521	0.9232604070663948	0.9232604070663948	1	299.76766882298625	4980	726	0.1	274.4595860287328	838	838	282	282	1	GA_CrossoverP_MutationC
[7, 8, 10]	[[367.563, 530.37], '0', '0']	12.3613;16.5187	0.9390555593805762	0.9390555593805762	2	278.9788219889936	4990	727	0.15	557.9576439779872	646	646	218	218	1	GA_MutationC
[7, 11, 18, 1, 8, 4]	[[44.739, 169.46099999999998], '0', '0', '0', '1', '1']	0.4621000000000004;7.177899999999999	0.9574734208880551	0.9574734208880551	2	194.407702016	4921	728	0.3	388.815404032	12	12	4	4	1	GA_CrossoverC_MutationC
[11]	['0']	5.6419999999999995;12.038	0.36110648122426536	0.36110648122426536	2	299.9364714168834	4993	742	0.05	549.3411785422086	1561	3893	528	1317	1	GA_MutationC
[9]	['0']	5.6419999999999995;12.038	0.3666209013083508	0.3666209013083508	1	292.53239465962645	4985	742	0.05	265.41549332453303	1455	3579	491	1208	1	GA_MutationC
